"gender","round","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","age","field_cd","mn_sat","tuition","race","imprace","income","goal","date","go_out","dec","like","imprelig","university","diff_age"
"F",10,9,"N",-0.32,"N",21,"Cauc",60,15,0,15,0,10,"N",19,12,19,22,22,6,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","N",1,3,"Y",3
"F",10,8,"N",0.21,"N",22,"Cauc",21,20,19,20,10,10,"N",13,21,21,13,18,15,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","N",1,3,"Y",2
"F",10,2,"N",-0.23,"N",22,"Cauc",30,10,20,30,0,10,"N",11,22,19,16,19,14,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","N",3,3,"Y",2
"F",10,7,"N",0.59,"N",25,"Cauc",30,0,30,30,10,0,"N",19,22,19,19,8,14,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","N",5,3,"Y",1
"F",10,3,"N",0.16,"N",24,"Other",20,20,20,20,10,10,"N",14,17,17,20,17,14,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","N",3,3,"Y",0
"F",10,2,"N",-0.07,"N",29,"Latin",14,17,10,10,36,14,"Y",14,21,21,17,14,14,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","Y",7,3,"Y",2
"F",10,8,"N",0.39,"N",22,"Other",22,17,22,22,6,11,"Y",15,15,21,15,18,15,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","Y",6,3,"Y",5
"F",10,3,"N",0.03,"N",27,"Black",21,17,22,20,8,13,"N",12,16,24,12,28,8,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","N",4,3,"Y",0
"F",10,4,"N",-0.18,"N",28,"Cauc",50,10,30,10,0,0,"Y",12,19,25,12,28,3,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","Y",7,3,"Y",1
"F",10,9,"N",0.34,"N",26,"Cauc",25,10,20,20,15,10,"N",16,16,24,16,16,13,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","N",5,3,"Y",1
"F",10,7,"N",-0.05,"N",21,"Cauc",60,15,0,15,0,10,"Y",16,16,20,18,18,11,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","Y",6,3,"Y",6
"F",10,6,"N",0.07,"N",22,"Cauc",21,20,19,20,10,10,"Y",16,18,21,11,18,16,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","Y",6,3,"Y",5
"F",10,10,"N",-0.01,"N",22,"Cauc",30,10,20,30,0,10,"Y",9,22,19,19,16,16,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","Y",5,3,"Y",5
"F",10,5,"N",0.15,"N",25,"Cauc",30,0,30,30,10,0,"N",18,16,16,20,13,18,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","N",5,3,"Y",2
"F",10,1,"Y",-0.17,"N",24,"Other",20,20,20,20,10,10,"Y",17,17,20,14,17,14,27,"SocialW",0,0,"Asian",6,38022,"Meet","SevYear","1Month","Y",6,3,"Y",3
"F",10,3,"N",0.48,"N",29,"Latin",14,17,10,10,36,14,"N",17,17,17,17,13,17,23,"SocialW",0,0,"Other",6,28989,"Meet","1Month","1Week","N",6,3,"Y",6
"F",10,9,"N",-0.43,"Y",22,"Other",22,17,22,22,6,11,"N",17,14,17,19,17,17,23,"SocialW",0,0,"Other",6,38022,"Meet","1Month","1Week","N",6,3,"Y",1
"F",10,4,"N",0.65,"N",27,"Black",21,17,22,20,8,13,"N",18,21,18,21,15,9,23,"SocialW",0,0,"Other",6,50948,"Meet","1Month","1Week","N",6,3,"Y",4
"F",10,5,"N",-0.2,"N",28,"Cauc",50,10,30,10,0,0,"N",16,19,16,25,19,6,23,"SocialW",0,0,"Other",6,38022,"Meet","1Month","1Week","N",6,3,"Y",5
"F",10,10,"N",0.02,"N",26,"Cauc",25,10,20,20,15,10,"N",16,16,16,16,16,19,23,"SocialW",0,0,"Other",6,38022,"Meet","1Month","1Week","N",6,3,"Y",3
"F",10,8,"N",-0.37,"N",21,"Cauc",60,15,0,15,0,10,"N",17,17,19,19,17,12,23,"SocialW",0,0,"Other",6,38022,"Meet","1Month","1Week","N",5,3,"Y",2
"F",10,7,"N",0.45,"N",22,"Cauc",21,20,19,20,10,10,"N",13,18,18,18,15,18,23,"SocialW",0,0,"Other",6,38022,"Meet","1Month","1Week","N",6,3,"Y",1
"F",10,1,"N",-0.63,"N",22,"Cauc",30,10,20,30,0,10,"N",15,21,18,18,15,13,23,"SocialW",0,0,"Other",6,50948,"Meet","1Month","1Week","N",6,3,"Y",1
"F",10,6,"N",0.35,"N",25,"Cauc",30,0,30,30,10,0,"N",16,20,18,20,11,14,23,"SocialW",0,0,"Other",6,38022,"Meet","1Month","1Week","N",6,3,"Y",2
"F",10,2,"N",0.5,"Y",24,"Other",20,20,20,20,10,10,"N",16,18,16,21,16,13,23,"SocialW",0,0,"Other",6,38022,"Meet","1Month","1Week","N",5,3,"Y",1
"M",10,7,"N",0.26,"N",23,"Cauc",17,18,18,15,17,15,"Y",11,33,11,17,11,17,29,"Econ",0,0,"Latin",1,53539,"Meet","SevYear","2Month","Y",6,1,"Y",6
"M",10,6,"N",0.23,"N",22,"Cauc",10,20,20,20,15,15,"N",19,16,16,16,16,16,29,"Econ",0,0,"Latin",1,53539,"Meet","SevYear","2Month","N",5,1,"Y",7
"M",10,8,"Y",0.16,"N",29,"Other",5,20,25,15,15,20,"Y",20,22,22,11,17,9,29,"Econ",0,0,"Latin",1,32159,"Meet","SevYear","2Month","Y",6,1,"Y",0
"M",10,1,"N",0.39,"N",28,"Cauc",15,15,20,15,15,20,"N",13,21,18,21,21,8,29,"Econ",0,0,"Latin",1,53539,"Meet","SevYear","2Month","N",4,1,"Y",1
"M",10,5,"N",0.27,"Y",26,"Latin",30,10,20,20,10,10,"Y",15,17,17,17,20,15,29,"Econ",0,0,"Latin",1,53539,"Meet","SevYear","2Month","Y",8,1,"Y",3
"M",10,4,"N",0.17,"N",24,"Asian",5,15,45,25,0,10,"N",7,26,26,19,15,7,29,"Econ",0,0,"Latin",1,53539,"Meet","SevYear","2Month","N",5,1,"Y",5
"M",10,2,"N",-0.07,"N",27,"Asian",10,25,25,10,10,20,"N",17,17,20,15,20,12,29,"Econ",0,0,"Latin",1,53539,"Meet","SevYear","2Month","N",4,1,"Y",2
"M",10,3,"N",0.48,"N",23,"Other",17,17,17,17,17,15,"Y",14,17,19,17,19,14,29,"Econ",0,0,"Latin",1,53539,"Meet","SevYear","2Month","Y",8,1,"Y",6
"M",10,3,"N",-0.15,"N",23,"Cauc",17,18,18,15,17,15,"Y",7,20,20,16,20,16,22,"Law",0,0,"Other",1,47559,"Other","1Month","2Week","Y",7,1,"Y",1
"M",10,2,"N",-0.01,"N",22,"Cauc",10,20,20,20,15,15,"N",20,20,20,18,20,2,22,"Law",0,0,"Other",1,47559,"Other","1Month","2Week","N",5,1,"Y",0
"M",10,4,"N",0.03,"Y",29,"Other",5,20,25,15,15,20,"N",17,24,24,7,20,7,22,"Law",0,0,"Other",1,47559,"Other","1Month","2Week","N",6,1,"Y",7
"M",10,7,"N",-0.04,"N",28,"Cauc",15,15,20,15,15,20,"N",15,21,18,21,18,8,22,"Law",0,0,"Other",1,47559,"Other","1Month","2Week","N",1,1,"Y",6
"M",10,1,"Y",0.26,"N",26,"Latin",30,10,20,20,10,10,"Y",16,18,18,18,16,16,22,"Law",0,0,"Other",1,47559,"Other","1Month","2Week","Y",10,1,"Y",4
"M",10,10,"Y",0.03,"N",24,"Asian",5,15,45,25,0,10,"Y",19,19,19,14,14,14,22,"Law",0,0,"Other",1,47559,"Other","1Month","2Week","Y",5,1,"Y",2
"M",10,8,"N",0.39,"N",27,"Asian",10,25,25,10,10,20,"N",19,19,19,16,14,14,22,"Law",0,0,"Other",1,47559,"Other","1Month","2Week","N",6,1,"Y",5
"M",10,9,"N",-0.43,"Y",23,"Other",17,17,17,17,17,15,"Y",15,18,18,18,18,15,22,"Law",0,0,"Other",1,47559,"Other","1Month","2Week","Y",6,1,"Y",1
"M",10,8,"N",0.44,"N",23,"Cauc",17,18,18,15,17,15,"N",12,28,20,12,20,8,27,"Jour",0,0,"Black",1,53539,"Say","2Month","1Week","N",5,1,"Y",4
"M",10,7,"N",0.68,"N",22,"Cauc",10,20,20,20,15,15,"N",16,14,21,16,16,16,27,"Jour",0,0,"Black",1,53539,"Say","2Month","1Week","N",4,1,"Y",5
"M",10,9,"N",0.28,"N",29,"Other",5,20,25,15,15,20,"N",28,6,50,6,6,6,27,"Jour",0,0,"Black",1,53539,"Say","2Month","1Week","N",4,1,"Y",2
"M",10,2,"N",0.8,"N",28,"Cauc",15,15,20,15,15,20,"N",16,16,19,16,19,14,27,"Jour",0,0,"Black",1,53539,"Say","2Month","1Week","N",5,1,"Y",1
"M",10,6,"N",0.17,"N",26,"Latin",30,10,20,20,10,10,"Y",16,19,19,14,16,16,27,"Jour",0,0,"Black",1,53539,"Say","2Month","1Week","Y",7,1,"Y",1
"M",10,5,"N",0.41,"N",24,"Asian",5,15,45,25,0,10,"N",19,19,22,14,14,14,27,"Jour",0,0,"Black",1,53539,"Say","2Month","1Week","N",6,1,"Y",3
"M",10,3,"N",0.03,"N",27,"Asian",10,25,25,10,10,20,"N",14,18,25,14,18,11,27,"Jour",0,0,"Black",1,53539,"Say","2Month","1Week","N",4,1,"Y",0
"M",10,4,"N",0.65,"N",23,"Other",17,17,17,17,17,15,"N",17,17,17,17,17,15,27,"Jour",0,0,"Black",1,53539,"Say","2Month","1Week","N",6,1,"Y",4
"M",10,9,"Y",-0.05,"Y",23,"Cauc",17,18,18,15,17,15,"Y",12,24,19,12,19,14,28,"Econ",0,0,"Cauc",2,32159,"Other","SevYear","SevWeek","Y",6,2,"Y",5
"M",10,8,"N",-0.31,"Y",22,"Cauc",10,20,20,20,15,15,"N",18,16,14,16,18,18,28,"Econ",0,0,"Cauc",2,53539,"Other","SevYear","SevWeek","N",4,2,"Y",6
"M",10,10,"N",0.12,"N",29,"Other",5,20,25,15,15,20,"N",18,18,20,18,16,8,28,"Econ",0,0,"Cauc",2,32159,"Other","SevYear","SevWeek","N",3,2,"Y",1
"M",10,3,"N",-0.18,"Y",28,"Cauc",15,15,20,15,15,20,"N",18,18,18,18,18,11,28,"Econ",0,0,"Cauc",2,53539,"Other","SevYear","SevWeek","N",4,2,"Y",0
"M",10,7,"Y",0.31,"N",26,"Latin",30,10,20,20,10,10,"Y",17,17,17,17,17,17,28,"Econ",0,0,"Cauc",2,53539,"Other","SevYear","SevWeek","Y",7,2,"Y",2
"M",10,6,"N",0.02,"N",24,"Asian",5,15,45,25,0,10,"N",16,19,22,14,16,14,28,"Econ",0,0,"Cauc",2,53539,"Other","SevYear","SevWeek","N",5,2,"Y",4
"M",10,4,"N",-0.18,"N",27,"Asian",10,25,25,10,10,20,"N",19,19,22,17,11,11,28,"Econ",0,0,"Cauc",2,53539,"Other","SevYear","SevWeek","N",4,2,"Y",1
"M",10,5,"N",-0.2,"N",23,"Other",17,17,17,17,17,15,"N",17,17,17,17,19,14,28,"Econ",0,0,"Cauc",2,53539,"Other","SevYear","SevWeek","N",5,2,"Y",5
"M",10,4,"Y",0.07,"Y",23,"Cauc",17,18,18,15,17,15,"Y",9,15,20,20,22,15,26,"Econ",0,0,"Cauc",5,32159,"Say","2Week","SevWeek","Y",8,1,"Y",3
"M",10,3,"N",0.02,"Y",22,"Cauc",10,20,20,20,15,15,"N",14,17,17,17,17,17,26,"Econ",0,0,"Cauc",5,32159,"Say","2Week","SevWeek","N",7,1,"Y",4
"M",10,5,"N",0.45,"N",29,"Other",5,20,25,15,15,20,"N",12,20,20,16,16,16,26,"Econ",0,0,"Cauc",5,32159,"Say","2Week","SevWeek","N",7,1,"Y",3
"M",10,8,"N",0.14,"Y",28,"Cauc",15,15,20,15,15,20,"N",16,14,16,22,22,11,26,"Econ",0,0,"Cauc",5,32159,"Say","2Week","SevWeek","N",6,1,"Y",2
"M",10,2,"N",0.37,"N",26,"Latin",30,10,20,20,10,10,"N",16,16,18,16,18,16,26,"Econ",0,0,"Cauc",5,32159,"Say","2Week","SevWeek","N",7,1,"Y",0
"M",10,1,"N",0.63,"N",24,"Asian",5,15,45,25,0,10,"N",14,14,21,19,19,12,26,"Econ",0,0,"Cauc",5,32159,"Say","2Week","SevWeek","N",7,1,"Y",2
"M",10,9,"N",0.34,"N",27,"Asian",10,25,25,10,10,20,"N",14,16,22,16,22,11,26,"Econ",0,0,"Cauc",5,32159,"Say","2Week","SevWeek","N",6,1,"Y",1
"M",10,10,"N",0.02,"N",23,"Other",17,17,17,17,17,15,"N",17,17,19,17,17,14,26,"Econ",0,0,"Cauc",5,32159,"Say","2Week","SevWeek","N",7,1,"Y",3
"M",10,2,"N",-0.37,"Y",23,"Cauc",17,18,18,15,17,15,"Y",7,24,20,15,17,17,21,"Law",0,0,"Cauc",6,53940,"Say","SevYear","2Week","Y",8,7,"Y",2
"M",10,1,"Y",-0.34,"Y",22,"Cauc",10,20,20,20,15,15,"Y",20,18,18,16,16,14,21,"Law",0,0,"Cauc",6,53940,"Say","SevYear","2Week","Y",9,7,"Y",1
"M",10,3,"N",-0.34,"N",29,"Other",5,20,25,15,15,20,"N",6,31,31,3,22,6,21,"Law",0,0,"Cauc",6,53940,"Say","SevYear","2Week","N",2,7,"Y",8
"M",10,6,"Y",-0.47,"Y",28,"Cauc",15,15,20,15,15,20,"Y",14,20,18,18,18,11,21,"Law",0,0,"Cauc",6,53940,"Say","SevYear","2Week","Y",8,7,"Y",7
"M",10,10,"N",0.14,"N",26,"Latin",30,10,20,20,10,10,"N",15,17,17,15,17,17,21,"Law",0,0,"Cauc",6,53940,"Say","SevYear","2Week","N",9,7,"Y",5
"M",10,9,"N",-0.32,"N",24,"Asian",5,15,45,25,0,10,"N",5,32,23,14,23,5,21,"Law",0,0,"Cauc",6,53940,"Say","SevYear","2Week","N",5,7,"Y",3
"M",10,7,"N",-0.05,"N",27,"Asian",10,25,25,10,10,20,"N",15,18,18,12,21,15,21,"Law",0,0,"Cauc",6,53940,"Say","SevYear","2Week","N",6,7,"Y",6
"M",10,8,"N",-0.37,"N",23,"Other",17,17,17,17,17,15,"Y",14,19,19,14,19,14,21,"Law",0,0,"Cauc",6,53940,"Say","SevYear","2Week","Y",7,7,"Y",2
"M",10,1,"N",0.65,"Y",23,"Cauc",17,18,18,15,17,15,"Y",10,33,17,10,17,13,22,"Eng",0,0,"Cauc",8,40753,"Say","SevYear","SevWeek","Y",6,1,"Y",1
"M",10,10,"N",0.44,"Y",22,"Cauc",10,20,20,20,15,15,"N",17,17,17,17,16,16,22,"Eng",0,0,"Cauc",8,40753,"Say","SevYear","SevWeek","N",6,1,"Y",0
"M",10,2,"N",0.61,"N",29,"Other",5,20,25,15,15,20,"N",37,15,30,4,4,11,22,"Eng",0,0,"Cauc",8,47559,"Say","SevYear","SevWeek","N",5,1,"Y",7
"M",10,5,"N",0.41,"Y",28,"Cauc",15,15,20,15,15,20,"N",16,16,19,19,19,12,22,"Eng",0,0,"Cauc",8,32159,"Say","SevYear","SevWeek","N",6,1,"Y",6
"M",10,9,"N",0.33,"N",26,"Latin",30,10,20,20,10,10,"Y",18,18,15,15,18,18,22,"Eng",0,0,"Cauc",8,53940,"Say","SevYear","SevWeek","Y",7,1,"Y",4
"M",10,8,"N",0.21,"N",24,"Asian",5,15,45,25,0,10,"N",11,30,19,11,26,4,22,"Eng",0,0,"Cauc",8,53940,"Say","SevYear","SevWeek","N",6,1,"Y",2
"M",10,6,"N",0.07,"N",27,"Asian",10,25,25,10,10,20,"N",16,16,19,16,16,16,22,"Eng",0,0,"Cauc",8,32159,"Say","SevYear","SevWeek","N",5,1,"Y",5
"M",10,7,"N",0.45,"N",23,"Other",17,17,17,17,17,15,"N",17,17,17,17,15,17,22,"Eng",0,0,"Cauc",8,32159,"Say","SevYear","SevWeek","N",7,1,"Y",1
"M",10,5,"N",-0.31,"Y",23,"Cauc",17,18,18,15,17,15,"N",9,21,19,17,19,15,22,"Econ",0,0,"Cauc",7,32159,"Other","2Month","2Week","N",5,3,"Y",1
"M",10,4,"N",-0.58,"Y",22,"Cauc",10,20,20,20,15,15,"N",17,17,17,17,17,15,22,"Econ",0,0,"Cauc",7,32159,"Other","2Month","2Week","N",5,3,"Y",0
"M",10,6,"N",-0.13,"N",29,"Other",5,20,25,15,15,20,"N",15,21,21,19,17,8,22,"Econ",0,0,"Cauc",7,32159,"Other","2Month","2Week","N",5,3,"Y",7
"M",10,9,"N",-0.56,"Y",28,"Cauc",15,15,20,15,15,20,"N",15,13,18,21,23,10,22,"Econ",0,0,"Cauc",7,32159,"Other","2Month","2Week","N",3,3,"Y",6
"M",10,3,"N",0.14,"N",26,"Latin",30,10,20,20,10,10,"Y",15,17,17,15,20,15,22,"Econ",0,0,"Cauc",7,40753,"Other","2Month","2Week","Y",7,3,"Y",4
"M",10,2,"N",-0.23,"N",24,"Asian",5,15,45,25,0,10,"N",12,16,16,16,25,16,22,"Econ",0,0,"Cauc",7,40753,"Other","2Month","2Week","N",2,3,"Y",2
"M",10,10,"N",-0.01,"N",27,"Asian",10,25,25,10,10,20,"N",18,18,21,18,15,12,22,"Econ",0,0,"Cauc",7,32159,"Other","2Month","2Week","N",3,3,"Y",5
"M",10,1,"N",-0.63,"N",23,"Other",17,17,17,17,17,15,"N",17,17,17,19,19,12,22,"Econ",0,0,"Cauc",7,40753,"Other","2Month","2Week","N",6,3,"Y",1
"M",10,10,"N",-0.06,"Y",23,"Cauc",17,18,18,15,17,15,"N",10,33,23,10,17,7,25,"Eng",0,0,"Cauc",3,53539,"Say","Never","2Week","N",7,1,"Y",2
"M",10,9,"N",0.34,"Y",22,"Cauc",10,20,20,20,15,15,"N",14,16,18,18,16,18,25,"Eng",0,0,"Cauc",3,40753,"Say","Never","2Week","N",5,1,"Y",3
"M",10,1,"N",0.41,"N",29,"Other",5,20,25,15,15,20,"N",16,18,18,16,18,14,25,"Eng",0,0,"Cauc",3,32159,"Say","Never","2Week","N",5,1,"Y",4
"M",10,4,"N",0.53,"Y",28,"Cauc",15,15,20,15,15,20,"N",12,20,20,20,18,10,25,"Eng",0,0,"Cauc",3,53539,"Say","Never","2Week","N",7,1,"Y",3
"M",10,8,"Y",0.21,"N",26,"Latin",30,10,20,20,10,10,"Y",14,18,18,16,16,18,25,"Eng",0,0,"Cauc",3,53539,"Say","Never","2Week","Y",9,1,"Y",1
"M",10,7,"N",0.59,"N",24,"Asian",5,15,45,25,0,10,"N",8,22,22,19,22,8,25,"Eng",0,0,"Cauc",3,53539,"Say","Never","2Week","N",6,1,"Y",1
"M",10,5,"N",0.15,"N",27,"Asian",10,25,25,10,10,20,"Y",18,18,18,15,18,12,25,"Eng",0,0,"Cauc",3,47559,"Say","Never","2Week","Y",8,1,"Y",2
"M",10,6,"N",0.35,"N",23,"Other",17,17,17,17,17,15,"N",18,18,18,18,18,12,25,"Eng",0,0,"Cauc",3,53539,"Say","Never","2Week","N",6,1,"Y",2
"M",10,6,"N",0.37,"N",23,"Cauc",17,18,18,15,17,15,"Y",8,28,25,6,25,8,24,"Law",0,0,"Other",3,40753,"Other","1Month","1Week","Y",6,3,"Y",1
"M",10,5,"N",0.23,"N",22,"Cauc",10,20,20,20,15,15,"Y",15,15,19,19,17,13,24,"Law",0,0,"Other",3,40753,"Other","1Month","1Week","Y",6,3,"Y",2
"M",10,7,"N",0.29,"Y",29,"Other",5,20,25,15,15,20,"Y",5,25,25,12,20,12,24,"Law",0,0,"Other",3,40753,"Other","1Month","1Week","Y",5,3,"Y",5
"M",10,10,"Y",0.28,"N",28,"Cauc",15,15,20,15,15,20,"Y",14,19,19,19,19,12,24,"Law",0,0,"Other",3,40753,"Other","1Month","1Week","Y",6,3,"Y",4
"M",10,4,"N",0.26,"N",26,"Latin",30,10,20,20,10,10,"Y",17,17,19,14,19,14,24,"Law",0,0,"Other",3,40753,"Other","1Month","1Week","Y",6,3,"Y",2
"M",10,3,"N",0.16,"N",24,"Asian",5,15,45,25,0,10,"N",14,33,19,10,14,10,24,"Law",0,0,"Other",3,40753,"Other","1Month","1Week","N",5,3,"Y",0
"M",10,1,"Y",-0.17,"N",27,"Asian",10,25,25,10,10,20,"Y",20,15,20,12,20,12,24,"Law",0,0,"Other",3,40753,"Other","1Month","1Week","Y",6,3,"Y",3
"M",10,2,"N",0.5,"Y",23,"Other",17,17,17,17,17,15,"Y",13,21,18,15,21,13,24,"Law",0,0,"Other",3,40753,"Other","1Month","1Week","Y",6,3,"Y",1
"F",18,9,"Y",0.21,"N",28,"Asian",20,20,20,10,10,20,"Y",16,16,16,18,18,16,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",5,7,"Y",6
"F",18,11,"N",-0.18,"Y",26,"Cauc",18,18,18,19,13,14,"N",16,16,19,22,11,16,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","N",2,7,"Y",8
"F",18,17,"N",0.65,"N",26,"Latin",10,20,20,22,6,22,"N",15,18,18,20,18,12,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","N",2,7,"Y",8
"F",18,5,"N",0.08,"Y",29,"Cauc",50,7,20,23,0,0,"Y",11,16,18,18,18,18,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",10,7,"Y",5
"F",18,14,"N",0.24,"Y",39,"Cauc",40,20,15,20,0,5,"N",17,17,17,17,17,17,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","N",2,7,"Y",5
"F",18,2,"N",0.71,"Y",28,"Cauc",30,30,20,10,10,0,"Y",12,21,24,15,21,9,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",2,7,"Y",6
"F",18,15,"N",0.51,"N",30,"Other",20,25,25,15,5,10,"N",11,19,22,19,19,11,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","N",1,7,"Y",4
"F",18,18,"N",0.15,"N",22,"Asian",40,8,10,12,10,20,"N",16,16,18,18,20,13,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","N",2,7,"Y",12
"F",18,4,"N",0.02,"Y",32,"Cauc",30,10,30,20,10,0,"N",11,16,18,22,13,20,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","N",2,7,"Y",2
"F",18,1,"N",-0.05,"Y",26,"Cauc",40,5,20,10,10,15,"N",14,18,20,16,16,16,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","N",2,7,"Y",8
"F",18,10,"N",0.19,"Y",27,"Cauc",20,15,25,15,20,5,"N",16,21,18,16,16,13,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","N",2,7,"Y",7
"F",18,13,"Y",0.02,"N",25,"Black",33,17,22,22,0,6,"Y",15,15,17,20,17,15,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",5,7,"Y",9
"F",18,3,"N",0.06,"N",22,"Latin",10,20,35,10,5,20,"Y",20,8,18,20,10,25,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",5,7,"Y",12
"F",18,12,"Y",0.36,"Y",21,"Cauc",19,24,21,23,5,8,"Y",17,17,17,17,17,17,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",10,7,"Y",13
"F",18,16,"N",0.32,"Y",24,"Cauc",10,20,35,20,0,15,"Y",17,17,19,17,12,19,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",5,7,"Y",10
"F",18,8,"Y",0.63,"N",25,"Asian",15,10,30,10,5,30,"Y",16,20,16,16,16,14,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",5,7,"Y",9
"F",18,7,"Y",0.53,"Y",28,"Cauc",20,20,15,15,5,25,"Y",16,16,21,21,18,8,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",5,7,"Y",6
"F",18,6,"N",0.43,"N",27,"Asian",20,20,20,20,10,10,"Y",9,12,24,24,18,12,34,"Jour",0,0,"Cauc",5,38207,"Meet","Never","2Week","Y",5,7,"Y",7
"F",18,14,"Y",0.56,"N",28,"Asian",20,20,20,10,10,20,"Y",19,19,17,17,17,12,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",8,2,"Y",6
"F",18,16,"N",-0.2,"Y",26,"Cauc",18,18,18,19,13,14,"N",13,19,16,19,16,16,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","N",4,2,"Y",4
"F",18,4,"N",0.28,"N",26,"Latin",10,20,20,22,6,22,"N",17,17,17,15,15,20,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","N",4,2,"Y",4
"F",18,10,"Y",-0.05,"Y",29,"Cauc",50,7,20,23,0,0,"Y",13,20,20,20,13,13,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",6,2,"Y",7
"F",18,1,"Y",0.16,"Y",39,"Cauc",40,20,15,20,0,5,"Y",19,19,19,13,19,11,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",8,2,"Y",17
"F",18,7,"Y",0.55,"Y",28,"Cauc",30,30,20,10,10,0,"Y",16,16,18,16,16,18,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",10,2,"Y",6
"F",18,2,"N",0.45,"N",30,"Other",20,25,25,15,5,10,"N",23,20,17,14,14,11,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","N",4,2,"Y",8
"F",18,5,"N",-0.21,"N",22,"Asian",40,8,10,12,10,20,"N",18,21,15,13,18,15,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","N",3,2,"Y",0
"F",18,9,"N",0,"Y",32,"Cauc",30,10,30,20,10,0,"Y",12,15,18,18,18,18,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",7,2,"Y",10
"F",18,6,"N",0.15,"Y",26,"Cauc",40,5,20,10,10,15,"Y",15,18,18,18,18,13,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",8,2,"Y",4
"F",18,15,"N",0.63,"Y",27,"Cauc",20,15,25,15,20,5,"N",16,16,16,16,16,19,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","N",4,2,"Y",5
"F",18,18,"Y",-0.28,"N",25,"Black",33,17,22,22,0,6,"Y",18,16,18,18,16,16,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",9,2,"Y",3
"F",18,8,"N",-0.11,"N",22,"Latin",10,20,35,10,5,20,"N",23,17,23,20,13,3,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","N",4,2,"Y",0
"F",18,17,"Y",0.63,"Y",21,"Cauc",19,24,21,23,5,8,"Y",13,17,17,17,20,15,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",10,2,"Y",1
"F",18,3,"N",0.41,"Y",24,"Cauc",10,20,35,20,0,15,"Y",25,17,19,17,14,8,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","Y",8,2,"Y",2
"F",18,13,"N",0.56,"N",25,"Asian",15,10,30,10,5,30,"N",17,24,20,17,12,10,22,"SocialW",0,0,"Cauc",2,46166,"Fun","2Month","2Week","N",7,2,"Y",3
